loan_amnt,int_rate,EmploymentLength ,Loan_Purpose ,home_ownership,LoanTerm,total_rec_prncp,total_rec_int,total_pymnt
12000,13,11,2,1,3,287.79,249.4,529
12000,10,11,3,1,3,258.93,325.12,500
12000,10,11,4,1,3,232,401.87,247
12000,11,11,9,1,3,283.37,251.53,504
12000,22,1,2,2,3,287.79,249.4,645
12000,9,1,2,2,3,238.36,383.16,487
12000,14,10,3,2,3,251.53,345.55,517
12000,10,2,2,2,3,162.51,117.39,12046
12000,19,2,2,2,3,305.44,205.89,279
12000,11,2,3,2,3,135.41,180.24,501
12000,14,3,4,2,3,296.91,222.75,535
12000,8,3,3,2,3,244.92,357.94,500
12000,12,4,2,2,3,326.13,154.5,516
12000,22,5,3,2,3,12000,344.67,653
12000,13,5,3,2,3,283.37,256.05,529
12000,11,6,2,2,3,296.91,222.75,507
12000,19,8,6,2,3,287.79,245.07,609
12000,16,11,4,2,3,216.19,442.51,559
12000,11,11,2,2,3,326.13,154.5,508
12000,11,11,3,2,3,244.92,357.94,652
12000,26,1,3,3,3,216.19,442.51,12489
12000,24,1,3,3,3,276.58,273.27,655
12000,21,1,10,3,3,283.37,256.05,634
12000,17,1,2,3,3,287.79,245.07,584
12000,15,1,2,3,3,244.92,357.94,546
12000,14,1,3,3,3,320.97,166.22,539
12000,16,1,10,3,3,222.69,422.6,575
12000,11,1,2,3,3,305.44,188.03,510
12000,11,1,2,3,3,296.91,222.75,510
12000,13,1,3,3,3,264.41,256.47,533
12000,10,1,3,3,3,272.51,283.69,497
12000,12,1,3,3,3,305.44,202.32,516
12000,12,1,3,3,3,276.58,268.45,516
12000,9,1,3,3,3,296.91,214.88,484
12000,26,1,3,3,3,210.31,444.67,679
12000,23,1,3,3,3,193.51,497.78,659
12000,14,1,2,3,3,283.37,247.01,277
12000,14,1,2,3,3,296.91,214.88,540
12000,10,1,2,3,3,244.92,345.31,507
12000,11,1,2,3,3,276.58,263.62,507
12000,13,1,3,3,3,272.51,273.68,524
12000,8,1,2,3,3,326.13,162.69,478
12000,20,10,3,3,3,272.51,273.68,12013
12000,27,10,3,3,3,272.51,273.68,691
12000,27,10,3,3,3,276.58,263.62,646
12000,21,10,3,3,3,308.56,188.06,620
12000,22,10,3,3,3,296.91,214.88,586
12000,15,10,2,3,3,276.58,263.62,556
12000,14,10,2,3,3,287.79,245.08,535
12000,14,10,3,3,3,251.53,327.58,550
12000,17,10,3,3,3,0,0,2411
12000,14,10,3,3,3,222.69,407.7,545
12000,14,10,3,3,3,272.51,273.68,545
12000,14,10,4,3,3,300.75,205.94,535
12000,10,10,2,3,3,222.69,363,504
12000,11,10,2,3,3,193.51,452.33,586
12000,12,10,9,3,3,326.13,149.04,520
12000,8,10,3,3,3,238.36,363.24,280
12000,18,2,9,3,3,272.51,278.68,0
12000,27,2,3,3,3,222.69,415.15,773
12000,19,2,3,3,3,276.58,263.62,597
12000,17,2,1,3,3,287.79,240.74,567
12000,16,2,2,3,3,121.5,157.83,489
12000,16,2,4,3,3,204.58,462.43,1564
12000,13,2,2,3,3,204.58,470.87,537
12000,13,2,3,3,3,204.58,462.43,533
12000,13,2,3,3,3,244.92,351.63,529
12000,8,2,3,3,3,287.79,188.83,481
12000,25,3,3,3,3,300.75,209.71,684
12000,26,3,3,3,3,300.75,205.94,688
12000,18,3,2,3,3,198.96,488.96,579
12000,18,3,2,3,3,296.91,218.82,597
12000,20,3,3,3,3,296.91,218.82,622
12000,17,3,3,3,3,308.56,191.51,567
12000,14,3,3,3,3,287.79,240.74,535
12000,15,3,3,3,3,296.91,218.82,551
12000,12,3,3,3,3,308.56,191.51,520
12000,11,3,3,3,3,296.91,218.82,543
12000,11,3,3,3,3,276.58,268.45,504
12000,23,4,7,3,3,272.51,278.68,659
12000,14,4,2,3,3,287.79,240.74,539
12000,17,4,3,3,3,283.37,233.45,578
12000,13,4,2,3,3,287.79,240.74,477
12000,12,4,3,3,3,326.13,151.77,524
12000,8,4,2,3,3,193.51,579.59,481
12000,19,5,3,3,3,258.93,229.29,603
12000,18,5,9,3,3,258.93,313.84,585
12000,14,5,5,3,3,326.13,173.61,539
12000,10,5,2,3,3,296.91,218.82,500
12000,12,5,3,3,3,300.75,209.71,512
12000,25,6,3,3,3,283.37,251.53,667
12000,19,6,3,3,3,296.91,218.82,603
12000,17,6,3,3,3,258.93,325.12,578
12000,13,6,2,3,3,276.58,278.09,537
12000,10,6,2,3,3,222.69,430.05,497
12000,16,7,3,3,3,258.93,313.84,575
12000,11,7,2,3,3,258.93,325.12,514
12000,15,8,9,3,3,568.62,195.57,546
12000,11,8,3,3,3,283.37,260.57,504
12000,13,8,3,3,3,283.37,260.57,529
12000,8,8,3,3,3,296.91,226.68,475
12000,18,9,2,3,3,326.13,151.77,12020
12000,25,11,3,3,3,198.96,506.5,675
12000,16,11,2,3,3,308.56,198.39,575
12000,17,11,2,3,3,387.79,188.83,584
12000,12,11,3,3,3,446.41,205.68,520
12025,12,2,3,1,2,297.52,223.22,521
12150,12,3,2,3,3,300.63,209.6,510
12325,23,3,9,1,1,483.35,451.98,935
12400,12,10,3,1,1,580.33,228.84,809
12475,15,8,2,1,2,206.83,499.2,568
12475,26,2,2,3,3,283.31,284.51,706
12500,14,1,3,1,1,622.82,147.66,465
12500,8,10,2,1,1,279.36,185.9,770
12500,8,6,3,1,1,627.75,134.67,777
12500,7,1,3,3,1,617.09,160,762
12500,18,1,2,1,2,309.28,232.03,616
12500,27,10,3,1,2,299.78,255.28,739
12500,21,10,4,1,2,248.28,392.21,653
12500,17,10,3,1,2,262.01,353.71,591
12500,12,10,3,1,2,231.98,440.2,541
12500,12,10,3,1,2,262.01,353.71,533
12500,11,10,3,1,2,201.58,537.45,525
12500,13,10,6,1,2,169.29,82.47,555
12500,8,10,2,1,2,309.28,223.83,501
12500,20,2,2,1,2,309.28,223.83,640
12500,13,2,2,1,2,299.78,250.77,555
12500,14,5,3,1,2,299.78,255.28,563
12500,12,5,5,1,2,339.73,160.94,566
12500,13,6,2,1,2,241.68,411.36,551
12500,8,11,3,1,3,269.72,321.04,252
12500,17,1,9,3,3,269.72,321.04,591
12500,18,1,2,3,3,288.09,274.61,616
12500,12,1,2,3,3,339.74,166.62,533
12500,8,3,3,3,3,318.16,207.03,506
12500,22,7,3,3,3,309.29,256.61,672
12600,8,1,3,3,1,465.01,538.82,777
12600,27,3,3,3,1,627.79,148.85,1004
12600,15,10,9,1,2,286.14,208.51,495
12600,13,2,2,1,2,311.75,225.62,555
12600,14,4,3,1,2,290.39,281.87,572
12600,22,10,3,3,3,233.85,451.55,685
12600,12,10,3,3,3,302.17,252.78,537
12700,12,10,3,1,2,314.23,235.74,550
12700,14,2,2,3,3,292.71,284.11,577
12725,11,1,2,3,3,300.5,276.31,531
12725,14,5,3,3,3,323.89,206.96,577
12750,14,1,3,1,1,301.08,267.25,568
12800,13,1,4,1,2,306.96,252.18,559
12800,13,10,3,1,2,302.28,263.47,559
12800,13,10,7,1,2,276.19,328.75,559
12800,13,10,9,1,2,306.96,252.18,564
12800,20,9,2,1,2,254.25,394.54,656
12800,13,11,4,1,3,306.96,256.8,559
12800,13,10,3,2,3,275.8,347.18,559
12800,14,1,2,3,3,254.25,401.62,566
12800,19,2,3,3,3,306.96,252.18,650
12800,17,4,2,3,3,306.96,252.18,623
12800,17,4,3,3,3,306.96,252.18,623
12800,20,8,3,3,3,276.19,346.79,649
12800,17,11,1,3,3,261.23,388.54,605
12875,20,2,2,1,2,255.74,411.09,667
12950,8,10,3,1,1,12950,70.71,13021
12975,18,4,2,1,1,553.29,365.06,918
13000,6,1,3,1,1,584.57,294.33,789
13000,18,10,4,1,1,509.82,476.73,920
13000,14,10,2,1,1,554.35,365.76,879
13000,8,10,2,1,1,652.86,142.6,808
13000,23,2,9,1,1,635.94,179.02,987
13000,6,4,2,1,1,592.61,275.78,789
13000,9,5,3,1,1,266.81,201.41,815
13000,14,7,3,1,1,641.77,166.4,879
13000,7,8,3,2,1,658.22,131.2,795
13000,8,1,2,3,1,635.94,179.02,801
13000,20,1,3,3,1,647.71,153.58,468
13000,9,2,2,3,1,635.94,179.02,815
13000,6,2,3,3,1,658.22,131.2,789
13000,7,3,2,3,1,658.22,131.2,13101
13000,14,4,1,3,1,647.71,153.58,868
13000,8,5,2,3,1,584.57,294.33,801
13000,9,9,3,3,1,13000,100.58,815
13000,14,1,2,1,1,299.62,296.04,589
13000,11,1,3,1,2,241.26,457.81,542
13000,8,1,2,1,2,164.72,108.39,521
13000,16,1,3,1,2,311.76,265.5,623
13000,11,1,2,1,2,241.26,457.81,550
13000,22,10,4,1,2,286.43,330.31,691
13000,14,10,3,1,2,286.43,330.31,596
13000,15,10,3,1,2,353.31,167.38,608
13000,16,10,3,1,2,353.31,167.38,605
13000,15,10,3,1,2,353.31,167.38,597
13000,11,10,2,1,2,251.33,427.82,542
13000,13,10,3,1,2,299.62,285.59,577
13000,8,10,1,1,2,330.88,211.44,521
13000,8,10,3,1,2,286.43,318.65,521
13000,8,10,3,1,2,757.87,156.9,521
13000,14,2,2,1,2,241.26,449.74,584
13000,11,2,3,1,2,330.88,211.44,561
13000,21,3,3,1,2,334.28,207.46,679
13000,12,3,3,1,2,321.65,237.05,554
13000,20,5,3,1,2,286.43,324.48,702
13000,10,5,3,1,2,306.98,272.49,542
13000,12,5,3,1,2,321.65,237.05,559
13000,8,6,2,1,2,295.22,312.75,521
13000,22,7,1,1,2,311.76,270.19,699
13000,11,11,6,1,3,321.65,245.57,273
13000,20,7,9,2,3,299.62,296.05,666
13000,27,1,5,3,3,280.5,352.21,769
13000,21,1,3,3,3,306.98,277.39,672
13000,16,1,3,3,3,209.63,558.95,617
13000,12,1,3,3,3,353.31,167.38,567
13000,16,1,2,3,3,353.31,167.38,617
13000,14,1,8,3,3,258.23,407.89,579
13000,13,1,3,3,3,695.56,306.99,582
13000,8,1,2,3,3,330.88,219.19,915
13000,25,10,2,3,3,321.65,232.78,732
13000,14,10,2,3,3,330.88,211.44,585
13000,14,10,2,3,3,347.73,173.7,601
13000,14,10,3,3,3,321.65,232.78,579
13000,14,10,3,3,3,286.43,318.65,596
13000,15,10,3,3,3,334.28,207.46,1003
13000,22,2,3,3,3,251.33,420.28,699
13000,10,2,3,3,3,325.82,227.18,542
13000,16,3,3,3,3,258.23,443.86,611
13000,13,3,5,3,3,295.22,301.9,573
13000,9,3,2,3,3,306.98,272.49,521
13000,11,5,3,3,3,221.62,510.12,542
13000,12,6,3,3,3,306.98,282.29,559
13000,12,8,3,3,3,286.43,336.13,554
13000,17,9,3,3,3,299.62,301.27,633
13000,16,11,3,3,3,311.76,260.81,605
13000,11,11,3,3,3,325.82,235.35,553
13200,11,1,3,1,2,212.85,557.55,562
13200,14,1,9,3,3,151.2,185.7,594
13200,27,10,3,3,3,304.22,289.99,770
13200,14,11,9,3,3,335.99,226.49,337
13225,22,1,3,1,1,245.43,449.32,695
13275,11,7,2,3,3,337.9,223.82,562
13450,14,4,2,3,3,317.61,281.93,600
13500,6,11,2,1,1,683.52,136.25,820
13500,14,1,3,1,1,182.84,98.28,607
13500,13,1,9,1,2,3351.87,247.59,3599
13500,8,1,3,1,2,318.81,288.05,281
13500,13,1,2,1,2,154.64,179.07,331
13500,18,10,3,1,2,366.91,167.67,746
13500,14,10,3,1,2,563.35,181.43,612
13500,8,10,2,1,2,161.01,170.36,535
13500,14,3,2,1,2,291.28,365.76,334
13500,11,9,2,1,2,291.28,359.42,563
13500,17,10,2,3,3,343.63,219.57,651
13500,12,10,2,3,3,334.01,241.75,576
13500,17,3,3,3,3,311.15,302.01,657
13500,14,3,3,3,3,318.81,293.14,613
13500,9,11,2,3,3,282.98,462.87,745
13600,13,1,3,3,3,162.21,201.05,363
13675,22,10,9,3,3,253.79,464.6,718
13800,10,6,2,1,2,354.85,216.27,571
13800,26,8,3,1,2,13800,402.18,14202
13800,18,11,1,2,3,289.26,397.38,687
13800,9,3,2,3,3,369.12,187.77,557
14000,11,1,2,1,1,613.84,353.67,855
14000,14,10,2,1,1,629.52,316.98,947
14000,14,10,3,1,1,708.85,141.29,935
14000,7,10,3,1,1,669.69,181.92,857
14000,7,10,4,1,1,703.07,153.56,857
14000,16,11,9,1,1,643.78,284.26,968
14000,10,10,3,3,1,655.21,258.36,852
14000,12,10,3,3,1,665.82,188.8,914
14000,6,2,2,3,1,12813.41,154.1,850
14000,6,2,3,3,1,638.21,296.99,459
14000,16,4,3,3,1,703.07,153.56,12968
14000,12,5,3,3,1,655.21,258.36,914
14000,13,6,3,3,1,353.48,105.51,928
14000,15,1,2,1,1,114.8,296.71,643
14000,10,1,2,1,1,346.38,259.87,587
14000,10,1,2,1,1,285.72,417.6,583
14000,8,1,3,1,2,346.38,259.87,561
14000,15,1,9,1,2,317.93,330.97,649
14000,9,1,3,1,2,317.93,330.97,541
14000,26,10,3,1,2,302.07,372.72,803
14000,19,10,2,1,2,189.6,85.99,689
14000,20,10,3,1,2,359.99,219.4,717
14000,19,10,3,1,2,330.62,288.17,696
14000,22,10,3,1,2,350.89,249.05,744
14000,12,10,3,1,2,278.09,439.27,606
14000,10,10,3,1,2,285.72,402.87,587
14000,13,10,3,1,2,335.74,285.92,652
14000,12,10,3,1,2,346.38,255.28,602
14000,12,10,3,1,2,278.09,431.52,611
14000,10,10,4,1,2,359.99,223.42,579
14000,13,10,8,1,2,278.09,431.52,622
14000,24,2,3,1,2,154.7,163.19,764
14000,18,2,3,1,2,285.72,410.24,759
14000,12,2,2,1,2,285.72,410.24,606
14000,10,3,3,1,2,232.1,570.45,583
14000,26,4,3,1,2,335.74,280.87,813
14000,20,4,3,1,2,335.74,280.87,710
14000,17,4,2,1,2,317.93,325.13,675
14000,11,4,2,1,2,223.73,593.37,600
14000,13,4,2,1,2,374.47,166.83,627
14000,19,5,3,1,2,335.74,290.96,689
14000,15,5,2,1,2,335.74,280.87,649
14000,13,5,2,1,2,285.72,410.24,617
14000,11,5,3,1,2,293.3,403.28,597
14000,8,5,3,1,2,302.07,372.72,558
14000,15,7,3,1,2,374.46,193.92,643
14000,19,9,6,1,2,380.49,180.25,696
14000,17,9,2,1,2,356.35,236.04,675
14000,13,9,3,1,2,359.99,227.44,617
14000,21,11,5,1,2,335.74,285.92,723
14000,22,1,3,2,3,330.62,304,753
14000,9,1,3,2,3,380.49,180.25,568
14000,12,9,2,2,3,259.82,493.02,529
14000,13,11,5,2,3,270.68,460.73,627
14000,27,1,2,3,3,359.99,227.44,839
14000,19,1,3,3,3,285.72,417.6,696
14000,12,1,2,3,3,335.74,315.85,597
14000,8,1,2,3,3,232.1,580.68,561
14000,8,1,3,3,3,346.38,250.7,276
14000,22,10,3,3,3,245.37,518.78,744
14000,16,10,3,3,3,285.72,402.87,318
14000,17,10,3,3,3,293.45,466.04,655
14000,13,10,3,3,3,317.93,325.13,622
14000,18,2,2,3,3,259.82,484.33,697
14000,19,2,2,3,3,346.39,182.71,703
14000,19,2,3,3,3,380.49,177.07,703
14000,14,2,2,3,3,359.99,223.42,619
14000,11,2,3,3,3,346.38,255.28,592
14000,21,3,2,3,3,259.82,484.33,731
14000,14,3,3,3,3,359.99,223.42,635
14000,13,5,3,3,3,270.68,452.6,617
14000,20,6,9,3,3,346.38,264.46,710
14000,10,6,2,3,3,302.07,353,583
14000,26,11,3,3,3,356.35,240.21,412
14000,12,11,3,3,3,335.74,290.96,602
14225,23,2,3,1,1,557.85,521.65,1080
14350,14,2,3,1,2,330.73,240.27,571
14400,8,10,3,1,1,631.38,363.77,895
14400,16,1,3,3,1,624.05,381.18,995
14400,17,2,3,3,1,710.88,184.31,1005
14400,14,1,3,1,1,331.89,327.93,647
14400,14,10,2,1,2,366.53,178.47,654
14400,10,10,2,1,2,340.05,307.26,596
14400,11,9,2,1,2,331.89,327.93,605
14400,14,1,2,2,3,370.29,225.67,660
14400,11,1,9,2,3,366.53,234.21,545
14400,19,10,2,2,3,331.89,322.14,708
14400,10,1,3,3,3,345.34,294.08,596
14400,26,10,3,3,3,238.73,597.28,836
14400,22,10,3,3,3,286.03,435.89,783
14400,15,10,3,3,3,293.88,414.38,661
14400,14,3,3,3,3,366.53,238.5,660
14400,13,6,3,3,3,327.01,334.42,639
14400,11,7,9,3,3,370.29,225.67,601
14400,20,11,3,3,3,267.25,516.05,722
14425,11,7,9,3,1,680.04,196.21,876
14450,16,10,2,1,2,318.38,354.19,673
14500,11,1,2,1,1,678.61,267.59,933
14500,12,1,2,3,1,689.6,243.05,946
14500,19,10,3,1,2,369.07,244.48,728
14500,11,3,1,1,2,295.92,432.51,609
14500,14,6,2,1,2,372.86,231.4,641
14500,8,8,2,1,2,369.07,240.16,577
14500,11,1,3,2,3,394.08,183.38,609
14500,11,1,9,3,3,369.07,240.16,614
14500,19,3,3,3,3,342.42,298.47,713
14500,10,4,2,3,3,295.92,417.26,604
14700,21,11,3,2,3,284.21,483.76,768
14775,27,7,3,1,2,238.25,635.27,874
14800,14,10,3,1,2,349.5,321.37,671
14850,19,10,3,1,2,303.07,442.95,746
14900,16,2,3,1,2,328.28,378.58,707
15000,12,1,3,1,1,657.69,378.93,979
15000,7,1,2,1,1,668.92,352.56,918
15000,8,1,2,1,1,668.92,352.56,933
15000,8,1,3,1,1,713.37,251.43,1158
15000,8,1,3,1,1,740.51,191.99,933
15000,8,1,3,1,1,657.69,378.93,958
15000,9,1,2,1,1,753.3,164.52,940
15000,8,10,5,1,1,733.79,206.56,15063
15000,23,10,3,1,1,713.37,251.43,1138
15000,23,10,3,1,1,740.51,191.99,1138
15000,20,10,3,1,1,15000,63,1089
15000,15,10,4,1,1,759.48,151.38,1021
15000,11,10,2,1,1,707.15,265.29,536
15000,13,10,3,1,1,740.51,171.52,994
15000,11,10,4,1,1,369,143.32,972
15000,8,10,2,1,1,753.3,164.52,933
15000,9,10,3,1,1,733.79,206.56,940
15000,8,10,3,1,1,753.3,164.52,933
15000,8,10,3,1,1,733.79,206.56,925
15000,7,10,3,1,1,759.48,127.16,892
15000,6,10,6,1,1,668.92,352.56,911
15000,11,2,2,1,1,702.01,276.82,965
15000,7,2,3,1,1,369,102.37,918
15000,11,3,3,1,1,753.3,164.52,965
15000,10,3,3,1,1,740.51,191.99,960
15000,7,5,2,1,1,740.51,191.99,918
15000,8,5,3,1,1,713.37,251.43,925
15000,9,5,3,1,1,620.81,467.99,940
15000,7,6,3,1,1,733.79,206.56,460
15000,6,8,2,1,1,375.56,99.44,911
15000,7,9,2,1,1,981.93,175.64,918
15000,15,11,4,1,1,733.79,206.56,1021
15000,12,11,3,1,1,674.49,339.62,979
15000,6,11,3,1,1,702.01,276.82,911
15000,6,11,3,1,1,717.51,242.26,881
15000,9,11,4,1,1,351.92,183.78,940
15000,16,1,6,2,1,759.48,151.38,1037
15000,8,1,3,2,1,630.21,444.89,933
15000,14,10,3,2,1,759.48,151.38,1014
15000,6,10,3,2,1,702.01,276.82,887
15000,14,2,3,2,1,639.64,422.04,1014
15000,7,3,3,2,1,303.15,235.02,475
15000,9,4,2,2,1,747.37,177.2,940
15000,18,11,5,2,1,759.48,151.38,1062
15000,21,1,9,3,1,372.51,132.3,538
15000,11,1,2,3,1,747.37,177.2,965
15000,12,1,3,3,1,733.79,206.56,979
15000,9,1,2,3,1,733.79,206.56,940
15000,17,10,3,3,1,753.3,164.52,1047
15000,11,10,3,3,1,747.37,177.2,550
15000,7,10,2,3,1,650.04,397.06,918
15000,7,10,2,3,1,375.55,84.82,918
15000,8,10,9,3,1,740.51,191.99,933
15000,12,2,9,3,1,683.78,318.21,979
15000,16,3,2,3,1,702.01,276.82,1037
15000,8,3,2,3,1,740.51,191.99,512
15000,8,3,2,3,1,343.02,151.44,925
15000,8,3,2,3,1,674.49,339.62,505
15000,19,4,2,3,1,717.51,242.26,1075
15000,13,4,2,3,1,740.51,191.99,494
15000,9,4,3,3,1,689.75,304.57,940
15000,15,5,2,3,1,780.36,177.2,1021
15000,9,5,2,3,1,588.24,550.07,940
15000,9,5,3,3,1,733.79,206.56,940
15000,14,7,3,3,1,733.79,206.56,1002
15000,12,9,3,3,1,588.24,550.07,979
15000,10,11,3,3,1,702.01,276.82,960
15000,8,11,2,3,1,759.49,121.77,912
15000,8,11,2,3,1,753.3,164.52,471
15000,8,11,2,3,1,753.3,138.86,933
15000,6,11,3,3,1,351.92,197.92,911
15000,23,1,3,1,1,345.43,341.86,833
15000,19,1,3,1,1,176.12,237.3,738
15000,19,1,3,1,1,345.7,341.59,738
15000,19,1,9,1,1,354.23,320.06,404
15000,17,1,2,1,1,345.7,341.59,709
15000,14,1,3,1,1,306.14,447.42,640
15000,14,1,3,1,1,354.23,320.06,693
15000,14,1,3,1,1,314.41,424.45,681
15000,12,1,2,1,1,407.68,193.12,650
15000,13,1,3,1,1,354.23,320.06,374
15000,12,1,3,1,1,178.91,194.7,650
15000,8,1,2,1,2,407.68,193.12,304
15000,8,1,3,1,2,203.15,143.32,346
15000,8,1,3,1,2,323.65,399.35,601
15000,8,1,3,1,2,371.14,278.43,594
15000,9,1,3,1,2,371.14,278.43,613
15000,25,1,2,1,2,354.23,286.16,855
15000,20,1,2,1,2,359.74,306.34,769
15000,15,1,3,1,2,381.8,252.9,683
15000,12,1,2,1,2,371.14,278.43,645
15000,12,1,3,1,2,407.68,193.12,650
15000,12,1,3,1,2,381.8,203.77,640
15000,12,1,3,1,2,359.74,306.34,650
15000,10,1,3,1,2,371.14,278.43,621
15000,12,1,3,1,2,371.14,278.43,645
15000,9,1,2,1,2,340.64,354.6,602
15000,27,10,4,1,2,371.14,278.43,875
15000,18,10,2,1,2,354.23,320.06,739
15000,20,10,2,1,2,371.14,278.43,752
15000,19,10,3,1,2,340.64,354.6,754
15000,20,10,3,1,2,371.14,278.43,752
15000,22,10,3,1,2,345.7,341.59,797
15000,18,10,3,1,2,359.74,306.34,731
15000,18,10,3,1,2,307.76,644.15,731
15000,18,10,4,1,2,340.64,354.6,664
15000,19,10,4,1,2,278.38,397.87,746
15000,18,10,4,1,2,371.14,278.43,643
15000,17,10,2,1,2,330.49,381.11,667
15000,14,10,3,1,2,262.89,576.15,687
15000,15,10,3,1,2,371.14,278.43,695
15000,15,10,3,1,2,345.7,341.59,695
15000,14,10,3,1,2,354.23,320.06,329
15000,14,10,3,1,2,151.87,331.45,674
15000,14,10,3,1,2,371.14,278.43,674
15000,15,10,3,1,2,345.7,341.59,695
15000,15,10,3,1,2,178.91,227.15,695
15000,14,10,3,1,2,1512.3,486.59,663
15000,16,10,4,1,2,375.95,266.85,698
15000,12,10,2,1,2,329.38,368.78,650
15000,13,10,2,1,2,323.65,385.26,406
15000,12,10,2,1,2,345.7,329.53,640
15000,12,10,2,1,2,199.88,102.79,640
15000,11,10,2,1,2,345.7,329.53,630
15000,12,10,2,1,2,255.71,599.15,645
15000,12,10,2,1,2,306.14,431.64,645
15000,12,10,2,1,2,340.64,342.09,645
15000,10,10,2,1,2,407.68,193.12,625
15000,12,10,3,1,2,359.74,295.52,650
15000,12,10,3,1,2,314.41,409.47,650
15000,12,10,3,1,2,371.14,268.6,640
15000,12,10,3,1,2,371.14,268.6,640
15000,11,10,3,1,2,297.95,454.05,639
15000,12,10,3,1,2,354.23,308.76,650
15000,12,10,3,1,2,176.12,203.4,650
15000,12,10,3,1,2,371.14,268.6,650
15000,11,10,3,1,2,305.42,432.36,633
15000,13,10,3,1,2,401.22,200.43,661
15000,10,10,3,1,2,371.14,268.6,625
15000,12,10,3,1,2,323.65,385.26,654
15000,12,10,3,1,2,330.49,367.67,654
15000,12,10,3,1,2,306.14,431.64,654
15000,10,10,4,1,2,290.01,476.23,625
15000,12,10,4,1,2,297.95,454.05,645
15000,11,10,4,1,2,371.14,268.6,635
15000,12,10,9,1,2,340.64,342.09,640
15000,12,10,,1,2,330.49,300.42,645
15000,8,10,2,1,2,371.14,268.6,601
15000,8,10,3,1,2,345.7,329.53,601
15000,9,10,3,1,2,371.14,268.6,303
15000,8,10,3,1,2,717.86,273.49,597
15000,8,10,3,1,2,314.41,349.58,597
15000,8,10,3,1,2,371.14,273.51,608
15000,19,2,3,1,2,306.14,439.53,683
15000,22,2,4,1,2,171.81,156.76,788
15000,21,2,9,1,2,371.14,268.6,1999
15000,14,2,2,1,2,385.7,235.08,669
15000,14,2,3,1,2,381.8,248.43,674
15000,15,2,3,1,2,340.64,342.09,689
15000,11,2,2,1,2,371.14,273.51,586
15000,13,2,3,1,2,353.63,315.01,666
15000,10,2,9,1,2,340.64,342.09,634
15000,26,3,3,1,2,340.64,348.35,849
15000,20,3,3,1,2,323.65,392.31,769
15000,16,3,2,1,2,323.65,392.31,698
15000,15,3,3,1,2,407.68,189.71,695
15000,11,3,2,1,2,371.14,273.51,643
15000,12,3,3,1,2,215.62,88.72,650
15000,12,3,3,1,2,371.14,273.51,640
15000,10,3,9,1,2,385.7,239.38,629
15000,8,3,3,1,2,371.14,273.51,597
15000,9,3,3,1,2,407.68,189.71,605
15000,8,3,3,1,2,323.65,392.31,601
15000,18,4,3,1,2,323.66,420.49,739
15000,22,4,4,1,2,407.68,189.71,788
15000,16,4,2,1,2,15000,56.37,631
15000,14,4,3,1,2,371.14,273.51,674
15000,14,4,3,1,2,278.38,518.93,674
15000,14,4,3,1,2,354.23,314.41,669
15000,14,4,3,1,2,15000,12.44,680
15000,17,4,6,1,2,330.49,374.39,751
15000,11,4,3,1,2,241.89,633.58,635
15000,10,4,3,1,2,381.8,248.43,629
15000,8,4,3,1,2,304.51,462.29,584
15000,19,5,2,1,2,385.7,239.38,738
15000,12,5,2,1,2,241.89,633.58,640
15000,21,6,3,1,2,314.41,416.96,784
15000,17,6,2,1,2,371.14,273.51,730
15000,15,6,3,1,2,401.22,204.1,695
15000,14,6,3,1,2,330.49,374.39,674
15000,14,6,3,1,2,381.8,257.37,669
15000,12,6,3,1,2,354.23,325.71,640
15000,13,6,3,1,2,190.06,178.66,666
15000,11,6,3,1,2,354.23,325.71,653
15000,27,7,3,1,2,345.7,347.62,875
15000,19,7,2,1,2,340.64,360.86,761
15000,16,7,3,1,2,371.14,273.51,759
15000,11,7,2,1,2,345.7,347.62,630
15000,13,7,3,1,2,151.87,252.53,671
15000,13,7,3,1,2,354.23,325.71,671
15000,12,7,4,1,2,381.8,257.37,654
15000,8,7,4,1,2,255.71,609.71,601
15000,11,8,3,1,2,359.74,311.74,15122
15000,24,8,3,1,2,297.95,478.95,839
15000,10,8,2,1,2,385.7,247.99,621
15000,12,8,3,1,2,314.41,431.93,640
15000,14,9,3,1,2,340.64,360.86,380
15000,19,11,3,1,2,526.89,403.16,483
15000,15,11,2,1,2,306.15,368.51,695
15000,14,11,2,1,2,306.14,455.32,669
15000,14,11,3,1,2,306.14,455.32,687
15000,15,11,3,1,2,354.23,325.71,683
15000,14,11,6,1,3,278.38,537.56,674
15000,12,11,2,1,3,314.41,431.93,567
15000,12,11,3,1,3,314.41,431.93,650
15000,13,11,3,1,3,381.8,257.37,661
15000,8,11,2,1,3,381.8,252.9,550
15000,14,1,2,2,3,407.68,193.12,674
15000,25,1,4,2,3,371.14,278.43,865
15000,19,1,4,2,3,407.68,193.12,761
15000,12,1,2,2,3,340.64,354.6,650
15000,12,1,3,2,3,314.41,424.45,645
15000,21,10,2,2,3,354.23,320.06,766
15000,18,10,6,2,3,15000,121.99,724
15000,17,10,3,2,3,371.14,204.68,730
15000,11,10,3,2,3,314.41,424.45,639
15000,15,2,2,2,3,340.64,354.6,683
15000,12,2,3,2,3,354.23,320.06,645
15000,14,3,2,2,3,371.14,278.43,693
15000,19,4,5,2,3,340.64,354.6,349
15000,14,4,3,2,3,171.81,162.79,335
15000,12,4,3,2,3,407.68,199.95,650
15000,17,5,3,2,3,385.7,243.69,716
